Date,Open,High,Low,Close,Adj Close,Volume
1/4/2010,131.179993,132.970001,130.850006,132.449997,110.32724,6155300
1/5/2010,131.679993,131.850006,130.100006,130.850006,108.994499,6841400
1/6/2010,130.679993,131.490005,129.809998,130,108.286469,5605300
1/7/2010,129.869995,130.25,128.910004,129.550003,107.911644,5840600
1/8/2010,129.070007,130.919998,129.050003,130.850006,108.994499,4197200
1/11/2010,131.059998,131.059998,128.669998,129.479996,107.853317,5730400
1/12/2010,129.029999,131.330002,129,130.509995,108.711281,8081500
1/13/2010,130.389999,131.119995,129.160004,130.229996,108.478043,6455400
1/14/2010,130.550003,132.710007,129.910004,132.309998,110.210617,7111800
1/15/2010,132.029999,132.889999,131.089996,131.779999,109.769142,8494400
1/19/2010,131.630005,134.25,131.559998,134.139999,111.734962,13916200
1/20/2010,130.460007,131.149994,128.949997,130.25,108.494705,15197500
1/21/2010,130.470001,130.690002,128.059998,129,107.453484,9608600
1/22/2010,128.669998,128.889999,125.370003,125.5,104.538078,10088600
1/25/2010,126.330002,126.889999,125.709999,126.120003,105.054527,5738500
1/26/2010,125.919998,127.75,125.410004,125.75,104.746346,7135300
1/27/2010,125.82,126.959999,125.040001,126.330002,105.229462,8719200
1/28/2010,127.029999,127.040001,123.050003,123.75,103.080391,9622200
1/29/2010,124.32,125,121.900002,122.389999,101.947533,11571200
2/1/2010,123.230003,124.949997,122.779999,124.669998,103.846703,7242900
2/2/2010,124.790001,125.809998,123.949997,125.529999,104.563072,5899900
2/3/2010,125.160004,126.07,125.07,125.660004,104.671371,4177100
2/4/2010,125.190002,125.440002,122.900002,123,102.455643,9126900
2/5/2010,123.040001,123.720001,121.830002,123.519997,102.888809,8617000
2/8/2010,123.150002,123.220001,121.739998,121.879997,101.976799,5718500
2/9/2010,122.650002,124.199997,122.459999,123.209999,103.089615,6044500
2/10/2010,122.940002,123.650002,122.209999,122.809998,102.754929,5219100
2/11/2010,122.580002,124.199997,122.059998,123.730003,103.524681,5089000
2/12/2010,123.010002,124.050003,121.610001,124,103.75061,8017700
2/16/2010,124.910004,125.230003,124.110001,125.230003,104.779755,6777300
2/17/2010,125.5,126.529999,125.209999,126.330002,105.700111,5827400
2/18/2010,126.129997,128,126,127.809998,106.938408,5525900
2/19/2010,127.349998,128.059998,126.870003,127.190002,106.41967,6303100
